,urls
359,https://medium.com/top-level-sports/a-radical-proposal-to-modify-the-nba-three-pointer-874dced93cd1?source=topic_page---------1042------------------1
360,https://medium.com/stmaryssports/what-is-going-on-with-the-stanley-cup-playoffs-8af5cf0c92f8?source=topic_page---------1043------------------1
361,https://medium.com/the-hit-job/nfl-draft-2019-best-20-ohio-state-buckeyes-picks-elliott-thomas-bosa-haskins-4035f5277edd?source=topic_page---------1044------------------1
362,https://medium.com/@matthartzell/why-is-chris-davis-struggling-at-the-plate-433167bd20b4?source=topic_page---------1045------------------1
363,https://medium.com/@cjm19/legalizing-performance-enhancing-drugs-e79bd463c3cb?source=topic_page---------1046------------------1
364,https://medium.com/@ambrune/anatomy-of-a-federer-event-30f004e75cb5?source=topic_page---------1047------------------1
365,https://medium.com/@willsmith1/weight-lifting-shoes-not-just-for-show-21a49e13af70?source=topic_page---------1048------------------1
366,https://medium.com/submission-grappling/danahers-kimura-system-like-using-a-sharper-knife-15a7b4ddb048?source=topic_page---------1049------------------1
367,https://medium.com/unpops/unpopular-opinion-baseball-is-objectively-the-best-sport-af6b12ce953d?source=topic_page---------1050------------------1
368,https://onezero.medium.com/should-athletes-be-allowed-to-enhance-their-genes-c242dd007fa5?source=topic_page---------1051------------------1
369,https://medium.com/@David_42017/how-champions-develop-confidence-2b7a7e16221c?source=topic_page---------1052------------------1
370,https://medium.com/the-hit-job/2019-nfl-mock-draft-3-0-the-final-projections-e2350c840903?source=topic_page---------1053------------------1
371,https://medium.com/the-haven/soccer-its-in-our-blood-c0cf4b23fb07?source=topic_page---------1054------------------1
372,https://medium.com/@shemayahpaige/the-importance-of-mental-health-in-college-sports-2ebefd341e1c?source=topic_page---------1055------------------1
373,https://medium.com/happy-taco/in-defense-of-freds-ab4230968070?source=topic_page---------1056------------------1
374,https://ourgame.mlblogs.com/a-pictorial-chronology-of-baseball-in-the-19th-century-part-3-1872-1873-e22d1f69434c?source=topic_page---------1057------------------1
375,https://medium.com/@IAmGKennedy/the-39th-annual-copperopolis-northern-californias-most-unforgiving-bicycle-race-2fa839a0e25e?source=topic_page---------1058------------------1
376,https://medium.com/https-unafraidshow-com/nfl-draft-2019-tears-tragedy-and-triumph-of-draft-picks-part-1-1d3a932eb415?source=topic_page---------1059------------------1
377,https://medium.com/@ksbrown22/why-madison-bumgarners-success-is-the-most-important-storyline-for-the-2019-giants-4954bee0d717?source=topic_page---------1060------------------1
378,https://medium.com/@jquagliata/the-boys-and-girls-of-the-south-ward-ec894d59c1a0?source=topic_page---------1061------------------1
379,https://towardsdatascience.com/football-weather-diving-into-the-effects-of-weather-on-nfl-qb-performance-f0edb420623d?source=topic_page---------1062------------------1
380,https://medium.com/@ashleyshall/an-existential-crisis-fb63b1dafb46?source=topic_page---------1063------------------1
381,https://towardsdatascience.com/nba-mvp-predictor-c700e50e0917?source=topic_page---------1064------------------1
382,https://medium.com/@josefrindl/tiger-woods-masters-win-is-a-comeback-only-sport-can-deliver-3028fc39d0c?source=topic_page---------1065------------------1
383,https://blog.usejournal.com/nfl-draft-does-draft-round-affect-players-career-earning-potential-5921140c8ef?source=topic_page---------1066------------------1
384,https://medium.com/financial-times/why-tiger-woods-is-a-hard-act-to-follow-ad44edcb3f2d?source=topic_page---------1067------------------1
385,https://metsinsider.mlblogs.com/cleon-jones-keeps-making-miracles-happen-fe3dfcdc387f?source=topic_page---------1068------------------1
386,https://medium.com/explore-the-limits/why-we-need-to-stop-relying-on-the-v02-max-test-aa083d3c8076?source=topic_page---------1069------------------1
387,https://medium.com/@alessandro.arbizzani/football-refereeing-changed-my-life-for-the-better-3ca38b5e7a83?source=topic_page---------1070------------------1
388,https://medium.com/@TerenceCGannon/the-return-of-tiger-woods-360ba2685e3a?source=topic_page---------1071------------------1
389,https://medium.com/https-unafraidshow-com/march-madness-top-5-greatest-moments-in-ncaa-tournament-history-9fa67abc0575?source=topic_page---------1072------------------1
390,https://medium.com/https-unafraidshow-com/dawn-of-a-new-nfl-contract-era-as-players-demand-and-get-their-worth-4ab18ac1aa00?source=topic_page---------1073------------------1
391,https://medium.com/the-shocker/kevin-durant-and-the-celebration-that-never-was-b2094d8dd2b8?source=topic_page---------1074------------------1
392,https://medium.com/@ledgersko/lets-not-celebrate-tampa-s-collapse-13a4f24dab7?source=topic_page---------1075------------------1
393,https://medium.com/@LakerTom/why-the-lakers-need-kemba-walker-9e35923d63e1?source=topic_page---------1076------------------1
394,https://medium.com/bearcat-ponders/tiger-woods-the-modern-tragic-hero-9f4288305c5d?source=topic_page---------1077------------------1
395,https://gothamsn.com/three-keys-to-the-islanders-dominance-of-the-penguins-in-round-1-1039bc053d7d?source=topic_page---------1078------------------1
396,https://humanparts.medium.com/ask-me-about-my-weight-but-only-when-im-in-the-ring-e0d35e04724?source=topic_page---------1079------------------1
397,https://medium.com/new-york-times-magazine/lionel-messis-goals-go-viral-like-no-other-player-s-d4b2e3913d0e?source=topic_page---------1080------------------1
398,https://ourgame.mlblogs.com/black-baseball-1858-1900-e8d1958ac97f?source=topic_page---------1081------------------1
399,https://medium.com/explore-the-limits/endurance-is-an-adaptation-59d318b1f0f8?source=topic_page---------1082------------------1
400,https://medium.com/@erikfolgate/is-it-right-to-enjoy-watching-the-tiger-woods-comeback-54d35cebaed3?source=topic_page---------1083------------------1
401,https://medium.com/pcmag-access/will-vr-train-the-next-generation-of-soccer-stars-c071f0ac4715?source=topic_page---------1084------------------1
402,https://medium.com/@four4thefire/a-far-from-perfect-circle-87c4274ee188?source=topic_page---------1085------------------1
403,https://medium.com/@tannergiles/blue-jackets-proving-nhl-is-most-competitive-league-in-america-a6e313bd5f5d?source=topic_page---------1086------------------1
404,https://lifeinrepeat.com/the-raptors-road-to-the-finals-may-be-easier-than-ever-a30e33b6932d?source=topic_page---------1087------------------1
405,https://medium.com/@vipulak2203/quarter-final-first-leg-round-up-5aaa0d451aae?source=topic_page---------1088------------------1
406,https://medium.com/@seanraf/trust-the-process-6f06c9c31f4a?source=topic_page---------1089------------------1
407,https://medium.com/@michael.rosenthal/traumatic-brain-injuries-are-traumatic-2b1df1738a8d?source=topic_page---------1090------------------1
408,https://medium.com/authority-magazine/no-matter-what-it-is-you-decide-to-pursue-in-life-pursue-it-with-passion-with-luke-walton-fc34e22fd371?source=topic_page---------1091------------------1
409,https://medium.com/authority-magazine/sports-stars-making-a-social-impact-kelly-roberts-is-helping-to-redefine-what-strength-looks-like-2d579400713c?source=topic_page---------1092------------------1
410,https://medium.com/explore-the-limits/the-brain-not-our-body-limits-our-endurance-performance-89c6ee06dda9?source=topic_page---------1093------------------1
411,https://medium.com/@ryanfan/the-jimmy-butler-story-why-the-sixers-conflict-will-all-be-for-good-568e172d93a7?source=topic_page---------1094------------------1
412,https://lifeinrepeat.com/two-years-later-re-examining-the-serge-ibaka-terrence-ross-trade-fd00acebb65b?source=topic_page---------1095------------------1
413,https://medium.com/the-spax/the-usefulness-of-rookie-seasons-for-evaluating-quarterbacks-65dc6552ca1a?source=topic_page---------1096------------------1
414,https://blog.fantasylifeapp.com/analyzing-the-top-5-2019-rookie-rbs-pre-nfl-draft-f6d40ebf83d7?source=topic_page---------1097------------------1
415,https://medium.com/nautilus-magazine/the-perfect-wave-is-coming-b55d5de8e56f?source=topic_page---------1098------------------1
416,https://medium.com/nautilus-magazine/is-this-new-swim-stroke-the-fastest-yet-8a75b5a0ff0c?source=topic_page---------1099------------------1
417,https://medium.com/@anuragmjain/can-squash-ever-rise-to-be-a-spectator-sport-2a0db83c590d?source=topic_page---------1100------------------1
418,https://dodgers.mlblogs.com/notebook-barnes-blasts-kelly-brings-his-best-seager-update-c11bb6522fe3?source=topic_page---------1101------------------1
419,https://medium.com/@johnbutler_41073/magic-johnsons-disappearing-act-speaks-volumes-fdcabf7be6ed?source=topic_page---------1102------------------1
420,https://medium.com/@tannergiles/stanley-cup-playoffs-are-about-answering-questions-not-making-predictions-50deca605584?source=topic_page---------1103------------------1
421,https://medium.com/@four4thefire/the-ratings-limits-of-madness-1f5d3d0dd777?source=topic_page---------1104------------------1
422,https://medium.com/@rachelsmithandco/the-future-of-tennis-909a80b531f2?source=topic_page---------1105------------------1
423,https://universobeisbol.mlblogs.com/mlb-cuba-darkness-strikes-again-23b87ad865b3?source=topic_page---------1106------------------1
424,https://medium.com/@BUexperts/an-analysis-of-nearly-4-million-pitches-shows-just-how-many-mistakes-umpires-make-dbb67d094400?source=topic_page---------1107------------------1
425,https://medium.com/@raphfour1143/the-survival-zone-897573b17fde?source=topic_page---------1108------------------1
426,https://medium.com/@ricksteeleiii/accepting-the-challenge-grand-canyon-rim-to-rim-to-rim-ultrarun-f0da9de50b41?source=topic_page---------1109------------------1
427,https://medium.com/swlh/how-technology-is-changing-the-sports-fan-experience-6f32a5bf921d?source=topic_page---------1110------------------1
428,https://medium.com/datadriveninvestor/ben-curtis-the-british-opens-secrets-c3ec081612a1?source=topic_page---------1111------------------1
429,https://ourgame.mlblogs.com/a-pictorial-chronology-of-baseball-in-the-19th-century-part-1-1869-1870-3b074140bc7d?source=topic_page---------1112------------------1
430,https://medium.com/sportsraid/2019-nba-all-junior-teams-basketball-awards-embiid-siakam-buddy-hield-rookie-sophomore-c709783b953d?source=topic_page---------1113------------------1
431,https://medium.com/upthrust-co/why-wrestlemania-35-was-satisfying-from-start-to-finish-4011359bc39e?source=topic_page---------1114------------------1
432,https://medium.com/@anthonymorell/a-graphic-design-history-of-the-nba-3b45f5725b7?source=topic_page---------1115------------------1
433,https://medium.com/@EmmaTownley/supporting-spurs-tfg-and-me-7a54bae8e8d7?source=topic_page---------1116------------------1
434,https://medium.com/@elaboe5289/dreaming-of-financial-instability-an-argumentative-letter-about-the-economic-inequalities-of-a7b0b50204f4?source=topic_page---------1117------------------1
435,https://medium.com/@jordandmorgan/four-life-lessons-from-the-final-four-db3d9c401c41?source=topic_page---------1118------------------1
436,https://thefrisc.com/the-2019-giants-could-be-pricey-injury-prone-and-frustrating-it-doesnt-get-more-sf-b690fef694a4?source=topic_page---------1119------------------1
437,https://medium.com/nautilus-magazine/what-lurks-behind-rabid-sports-fandom-95e784aee207?source=topic_page---------1120------------------1
438,https://medium.com/@parango46/and-now-for-some-good-news-milwaukee-1ecba8227aad?source=topic_page---------1121------------------1
439,https://medium.com/@nateabaurrea/the-same-way-i-handle-it-here-9cd6a4841dbb?source=topic_page---------1122------------------1
440,https://medium.com/@michael.dominski/the-old-firm-ef7fdcd801b4?source=topic_page---------1123------------------1
441,https://medium.com/sportsraid/nba-all-sophomore-teams-2019-basketball-awards-d1792536411b?source=topic_page---------1124------------------1
442,https://towardsdatascience.com/generate-sports-rankings-with-data-science-4dd1979571da?source=topic_page---------1125------------------1
443,https://medium.com/the-spax/the-misconstrued-legacy-of-peyton-manning-64d7cafa6d59?source=topic_page---------1126------------------1
444,https://medium.com/that-good-you-need/the-business-acumen-of-the-wwe-5444035201f7?source=topic_page---------1127------------------1
445,https://medium.com/@sampson.chen/backcountry-423c9dee769f?source=topic_page---------1128------------------1
446,https://medium.com/@vanessatorre/what-are-high-school-sports-teaching-our-girls-af37813212bf?source=topic_page---------1129------------------1
447,https://medium.com/@jayreily345/baseball-is-beautiful-45323cdb8030?source=topic_page---------1130------------------1
448,https://medium.com/sportsraid/best-ncaa-basketball-players-since-2000-fec93288ca43?source=topic_page---------1131------------------1
449,https://medium.com/push-the-pace/dear-red-sox-fans-dont-panic-yet-ceafac0939e4?source=topic_page---------1132------------------1
450,https://medium.com/the-wnba-hub/what-if-a-girl-can-dunk-66fb37789820?source=topic_page---------1133------------------1
451,https://medium.com/@asktumma/why-jameis-winston-will-finally-break-out-in-2019-1d813c03e7d5?source=topic_page---------1134------------------1
452,https://medium.com/j-king-s-labratory-project/why-i-cant-find-a-damn-to-give-about-wrestlemania-35-d62f2ffbaf03?source=topic_page---------1135------------------1
453,https://medium.com/@malcolmlemmons/3-critical-things-thats-sports-taught-me-about-consistency-discipline-20332992f5a?source=topic_page---------1136------------------1
454,https://medium.com/sportsraid/the-25-best-nba-players-who-were-one-and-done-in-college-e09768211150?source=topic_page---------1137------------------1
455,https://medium.com/@kotalov16/xander-bogaerts-is-staying-in-boston-e96a614a54e2?source=topic_page---------1138------------------1
456,https://medium.com/@ethanhekker/are-we-forgetting-somebody-in-the-mvp-conversation-202c6f21cc01?source=topic_page---------1139------------------1
457,https://medium.com/https-unafraidshow-com/the-ncaa-twitter-account-keeps-getting-roasted-during-march-madness-52f9aa88054a?source=topic_page---------1140------------------1
458,https://medium.com/@evangelo/the-5-most-exciting-teams-in-the-nba-next-season-fcfb28bf92d7?source=topic_page---------1141------------------1
459,https://medium.com/upthrust-co/how-wrestlemania-has-changed-in-the-last-five-years-1a13a48d84af?source=topic_page---------1142------------------1
460,https://medium.com/@robasghar_96111/hit-big-or-miss-big-babe-ruths-towering-leadership-lesson-b7bd9b898d53?source=topic_page---------1143------------------1
461,https://medium.com/@andrewchmielowiec/how-the-portland-trail-blazers-saved-my-marriage-ff93afd97879?source=topic_page---------1144------------------1
462,https://medium.com/@robasghar_96111/patience-and-small-advantages-what-baseball-teaches-us-about-leadership-acc80496aae?source=topic_page---------1145------------------1
463,https://medium.com/the-hit-job/2019-nfl-mock-draft-2-0-kyler-murray-arizona-cardinals-5e508231030a?source=topic_page---------1146------------------1
464,https://towardsdatascience.com/how-to-win-in-the-nfl-b2b441ca8f5d?source=topic_page---------1147------------------1
465,https://medium.com/analyzing-ncaa-college-basketball-with-gcp/measuring-team-clutchness-part-1-its-fun-to-look-back-64f51353f46b?source=topic_page---------1148------------------1
466,https://medium.com/the-wrigley-rapport/a-house-of-cards-47bd55cc76d7?source=topic_page---------1149------------------1
467,https://medium.com/@danlovallotalk/koufax-and-drysdale-held-out-53-years-ago-9251c5fd73fd?source=topic_page---------1150------------------1
468,https://medium.com/@Trevor_Huffman/my-cinderella-story-63fdc2b0409?source=topic_page---------1151------------------1
469,https://medium.com/the-spax/the-most-impactful-offensive-players-of-the-2018-19-nba-season-1a74578b911a?source=topic_page---------1152------------------1
470,https://medium.com/@joelroza/that-time-i-saw-tracy-mcgrady-pitch-d8a892de9b1f?source=topic_page---------1153------------------1
471,https://medium.com/https-unafraidshow-com/will-the-nba-mlb-or-nhl-overtake-the-nfl-as-americas-favorite-sport-7d3604e6c848?source=topic_page---------1154------------------1
472,https://medium.com/@gnorby01/what-can-baseball-teach-us-about-soft-power-7facced3a5e7?source=topic_page---------1155------------------1
473,https://medium.com/sportsraid/second-chance-bracket-march-madness-2019-ncaa-basketball-college-37537466ec6e?source=topic_page---------1156------------------1
474,https://medium.com/@plthomasedd/gronk-the-meathead-white-privilege-nfl-espn-style-6809cd5e3d01?source=topic_page---------1157------------------1
475,https://towardsdatascience.com/evaluating-bobblehead-promotion-in-mlb-an-application-of-multi-level-model-on-panel-data-8f5c6fc9e044?source=topic_page---------1158------------------1
476,https://towardsdatascience.com/when-less-data-is-enough-data-78720d605bc0?source=topic_page---------1159------------------1
477,https://medium.com/@chrismarshall_/can-strict-liability-kick-sectarianism-out-of-scottish-football-94adf689bb8e?source=topic_page---------1160------------------1
478,https://medium.com/the-cheap-seats/19-things-to-watch-for-during-the-2019-mlb-season-da0894377264?source=topic_page---------1161------------------1
479,https://peoriachiefs.mlblogs.com/home-improvement-whats-different-at-dozer-this-season-da46a1d7296a?source=topic_page---------1162------------------1
480,https://medium.com/@fullcountpros/russell-wilson-contract-conundrum-and-trade-value-2e30db4a954?source=topic_page---------1163------------------1
481,https://medium.com/cheddar/the-largest-esports-arena-in-the-western-hemisphere-is-coming-to-philadelphia-cf6347daf44d?source=topic_page---------1164------------------1
482,https://towardsdatascience.com/how-to-dominate-mls-fantasy-e60de8cae01d?source=topic_page---------1165------------------1
483,https://towardsdatascience.com/use-my-upset-prediction-model-to-pick-underdogs-in-your-ncaa-tournament-bracket-87c4aa3935f5?source=topic_page---------1166------------------1
484,https://medium.com/inc./what-entrepreneurs-can-learn-from-basketball-79017a79bb74?source=topic_page---------1167------------------1
485,https://medium.com/the-intelligent-sports-wagerer/predicting-march-madness-with-logistic-regression-d424d2d7fe3a?source=topic_page---------1168------------------1
486,https://gothamsn.com/to-panic-or-not-to-panic-an-islanders-fan-guide-to-the-nhl-stretch-run-71af0c357655?source=topic_page---------1169------------------1
487,https://medium.com/@PaulCantor/he-almost-kicked-my-ass-a-basketball-story-d20b7936e95d?source=topic_page---------1170------------------1
488,https://medium.com/sportsraid/30-nba-prospects-to-watch-march-madness-2019-draft-key-questions-ncaa-basketball-2bf359e19f43?source=topic_page---------1171------------------1
489,https://medium.com/the-spax/modeling-march-madness-2019-statistical-analysis-of-the-big-dance-e32652befe98?source=topic_page---------1172------------------1
490,https://medium.com/https-unafraidshow-com/mike-trout-still-underpaid-after-12-year-430-million-extension-w-angels-213a6f64a2c6?source=topic_page---------1173------------------1
491,https://medium.com/analyzing-ncaa-college-basketball-with-gcp/how-the-final-score-can-lie-rating-score-control-a8b17502fe10?source=topic_page---------1174------------------1
492,https://medium.com/striving-strategically/the-big-sort-bb158f866005?source=topic_page---------1175------------------1
493,https://medium.com/@The74/redrawing-ncaa-brackets-for-income-mobility-if-the-2019-tournament-were-about-moving-students-up-ab712719c321?source=topic_page---------1176------------------1
494,https://medium.com/@collinbwriting/four-2019-ncaa-mens-basketball-tournament-players-who-could-be-this-year-s-steph-curry-c3a24bdf7ae4?source=topic_page---------1177------------------1
495,https://medium.com/stmaryssports/ray-chapman-strike-three-hes-out-3ad298d50e25?source=topic_page---------1178------------------1
496,https://medium.com/@Omagus/amateurism-is-a-lie-agreed-upon-efbb4f326f4?source=topic_page---------1179------------------1
497,https://medium.com/@TobiTheGreat3/creating-an-nba-season-scheduler-in-swift-dea61e384343?source=topic_page---------1180------------------1
498,https://medium.com/@dglid/how-to-fill-out-your-2019-march-madness-bracket-9b854c567249?source=topic_page---------1181------------------1
499,https://towardsdatascience.com/nfl-coaches-are-so-so-predictable-3e15fa69bd32?source=topic_page---------1182------------------1
500,https://medium.com/clarktech-sports/5-step-guide-to-winning-the-heisman-according-to-science-df9fab46ca21?source=topic_page---------1183------------------1
501,https://medium.com/@kvnclmn/odells-odyssey-4a3fe6f28803?source=topic_page---------1184------------------1
502,https://medium.com/@evangelo/failure-to-launch-the-gift-and-curse-of-james-harden-1760118d758a?source=topic_page---------1185------------------1
503,https://medium.com/https-unafraidshow-com/the-aaf-is-outpacing-the-nfl-in-female-and-black-coaches-22cb4420f792?source=topic_page---------1186------------------1
504,https://medium.com/@shotarohondamoore/tokyo-2020s-countdown-events-recap-a64597faff7f?source=topic_page---------1187------------------1
505,https://medium.com/https-unafraidshow-com/the-ncaa-fights-congressional-bill-to-pay-college-athletes-563ef674e286?source=topic_page---------1188------------------1
506,https://medium.com/the-spax/teddy-bridgewater-is-not-a-franchise-quarterback-dc809de44721?source=topic_page---------1189------------------1
507,https://medium.com/sportsraid/worst-kansas-university-jayhawks-nba-draft-busts-ever-ncaa-basketball-naismith-d97956e64c63?source=topic_page---------1190------------------1
508,https://towardsdatascience.com/making-big-bucks-with-a-data-driven-sports-betting-strategy-6c21a6869171?source=topic_page---------1191------------------1
509,https://medium.com/@andrewmso/racism-youth-soccer-22936861501f?source=topic_page---------1192------------------1
510,https://medium.com/publishous/at-the-rugby-with-ben-ce1164c5991e?source=topic_page---------1193------------------1
511,https://gothamsn.com/filling-out-the-mets-opening-day-lineup-by-the-numbers-31cdb6774655?source=topic_page---------1194------------------1
512,https://medium.com/@rhoffman/where-have-you-gone-tom-terrific-af17807cce6b?source=topic_page---------1195------------------1
513,https://medium.com/analyzing-ncaa-college-basketball-with-gcp/fitting-it-in-adjusting-team-metrics-for-schedule-strength-4e8239be0530?source=topic_page---------1196------------------1
514,https://medium.com/@alicia.bassuk/isolation-is-not-iso-ball-24238464cdf5?source=topic_page---------1197------------------1
515,https://medium.com/sportsraid/faqs-about-gettleman-and-the-full-on-giant-rebuild-fd1ab2513da0?source=topic_page---------1198------------------1
516,https://medium.com/sportsraid/nba-draft-big-board-2019-before-march-madness-ncaa-basketball-zion-rj-morant-culver-porter-hunter-407573ae6d63?source=topic_page---------1199------------------1
517,https://gothamsn.com/a-look-at-the-jets-start-to-free-agency-36e4c58c0b27?source=topic_page---------1200------------------1
518,https://medium.com/aclu/banning-trans-girls-from-school-sports-is-neither-feminist-nor-legal-3af1ea3348f6?source=topic_page---------1201------------------1
519,https://medium.com/@trishankiitr/are-shorter-formats-the-way-forward-for-the-global-growth-of-cricket-c46679f185c8?source=topic_page---------1202------------------1
520,https://medium.com/blogmode/march-madness-7f917f194077?source=topic_page---------1203------------------1
521,https://medium.com/@johnbutler_41073/westbrooks-run-ins-with-fans-are-part-of-a-bigger-problem-that-isn-t-his-fault-14206a5e4335?source=topic_page---------1204------------------1
522,https://medium.com/@malcolmlemmons/adam-silver-says-nba-players-are-unhappy-but-how-can-we-fix-this-2ce46fe30b0c?source=topic_page---------1205------------------1
523,https://medium.com/@spencerstange/the-mlb-needs-to-up-their-marketing-efforts-3df5fc6a650b?source=topic_page---------1206------------------1
524,https://medium.com/@MatthewMOsgood/championship-week-what-will-change-what-will-stay-the-same-f91c0a6cb583?source=topic_page---------1207------------------1
525,https://metsinsider.mlblogs.com/in-his-words-mike-piazza-breaks-down-memorable-home-runs-8d54d2cd3654?source=topic_page---------1208------------------1
526,https://medium.com/sportsraid/ranking-the-top-nfl-draft-quarterback-prospects-of-the-last-decade-5ccd9e48ff23?source=topic_page---------1209------------------1
527,https://medium.com/@cosimobizzarri/soccer-at-the-end-of-the-world-f59b54ec0dbd?source=topic_page---------1210------------------1
528,https://humanparts.medium.com/mourning-my-father-with-ultra-long-distance-running-9d52b74687c?source=topic_page---------1211------------------1
529,https://medium.com/unpluggd-mag/chasing-stephon-f9d23cd0994e?source=topic_page---------1212------------------1
530,https://medium.com/from-the-sidelines/zion-williamson-and-the-not-so-free-market-b0a92eda5b7d?source=topic_page---------1213------------------1
531,https://towardsdatascience.com/what-are-the-odds-a-statistical-analysis-of-tanking-in-the-nba-2c5fe228cd67?source=topic_page---------1214------------------1
532,https://medium.com/@parkerhjelmberg/the-patriots-have-gone-13-6-without-tom-brady-over-the-years-and-it-hardly-matters-e11fd7205b5b?source=topic_page---------1215------------------1
533,https://medium.com/@Petecertified/nba-rooney-rule-nfl-black-coaches-gms-diversity-96b7d64490cd?source=topic_page---------1216------------------1
534,https://medium.com/@akamara/the-backward-logic-of-these-la-lakers-ac7d8743434b?source=topic_page---------1217------------------1
535,https://medium.com/@LucasCasaletto/the-pittsburgh-steelers-have-put-their-collective-faith-in-the-wrong-person-142c51bc986c?source=topic_page---------1218------------------1
536,https://towardsdatascience.com/predict-college-basketball-scores-in-30-lines-of-python-148f6bd71894?source=topic_page---------1219------------------1
537,https://medium.com/brian-the-man-behind-the-pen/patricio-manuel-fought-his-way-to-become-the-first-trans-boxer-to-compete-professionally-423b36145fab?source=topic_page---------1220------------------1
538,https://medium.com/@kitanyaharrison/brand-kaepernick-when-message-and-marketing-conflict-8eba2e2177cb?source=topic_page---------1221------------------1
539,https://medium.com/@knowderon/lebron-james-off-court-performance-makes-him-the-goat-dc21c9c7e983?source=topic_page---------1222------------------1
540,https://medium.com/brian-the-man-behind-the-pen/how-do-transgender-women-have-an-advantage-in-sports-e6408c60978?source=topic_page---------1223------------------1
541,https://medium.com/the-cheap-seats/nba-lebron-vs-m-j-debate-still-a-non-contest-a1597b076af1?source=topic_page---------1224------------------1
542,https://medium.com/sportsraid/best-player-ever-from-every-nba-franchise-basketball-goat-jordan-lebron-russell-hakeem-duncan-81040bc6920e?source=topic_page---------1225------------------1
543,https://medium.com/@jamsmarl/one-fly-we-all-fly-e782a6587cd3?source=topic_page---------1226------------------1
544,https://medium.com/clarktech-sports/predicting-ncaa-tournament-results-months-in-advance-6bc06cde7e77?source=topic_page---------1227------------------1
545,https://medium.com/environment-america/major-league-baseballs-environmental-pitch-392183ddb257?source=topic_page---------1228------------------1
546,https://medium.com/@cmagee523/devils-advocate-why-the-red-sox-will-not-make-the-playoffs-in-2019-42a54807881b?source=topic_page---------1229------------------1
547,https://medium.com/@RJameson/navratilova-is-wrong-about-transgender-women-in-sport-644a5a2e7d68?source=topic_page---------1230------------------1
548,https://thesixfifty.com/remembering-ralph-castro-the-peninsulas-trailblazing-martial-arts-master-46c580a89e3c?source=topic_page---------1231------------------1
549,https://medium.com/@kedillon/evolution-of-a-baseball-fan-f406bb3e7b11?source=topic_page---------1232------------------1
550,https://medium.com/@alexanderjames_21255/singing-sections-a-universally-good-idea-dd40a15517a8?source=topic_page---------1233------------------1
551,https://medium.com/@hollisolivermclain/lebron-james-attitude-and-his-future-with-the-los-angeles-lakers-91d6240d4094?source=topic_page---------1234------------------1
552,https://medium.com/@gillianrachel_12959/women-football-f54f98659363?source=topic_page---------1235------------------1
553,https://medium.com/@carabinerclimbing/how-to-become-a-better-climber-stop-climbing-only-with-your-significant-other-s-o-8f46db7414e5?source=topic_page---------1236------------------1
554,https://towardsdatascience.com/finding-the-nbas-best-and-worst-contracts-58dca8323952?source=topic_page---------1237------------------1
555,https://medium.com/@asktumma/nba-draft-admiral-schofield-is-the-best-player-nobody-is-talking-about-99d9c36b2f40?source=topic_page---------1238------------------1
556,https://elemental.medium.com/viral-gymnast-katelyn-ohashi-on-learning-to-show-emotion-7e74b6fa4d9b?source=topic_page---------1239------------------1
557,https://medium.com/@shmabifabbison/heading-into-the-2019-playoffs-be-prepared-for-the-jazz-to-surprise-you-again-bbea3a3ef94a?source=topic_page---------1240------------------1
558,https://medium.com/sportsraid/20-worst-kentucky-wildcat-nba-draft-busts-ever-bowie-walker-noel-mercer-walker-delk-a99922dd92d9?source=topic_page---------1241------------------1
559,https://medium.com/the-intermission/daniel-cormier-is-the-most-wanted-man-in-mixed-martial-arts-698b0ceea16d?source=topic_page---------1242------------------1
560,https://medium.com/@joshrose/the-search-for-personality-in-baseball-3436d7079fee?source=topic_page---------1243------------------1
561,https://medium.com/@dukemckenzie/women-in-gaming-the-x-factor-8eaa77225f14?source=topic_page---------1244------------------1
562,https://medium.com/@ccaughenbaugh32/is-major-league-baseballs-free-agent-system-broken-62b9ed0469e8?source=topic_page---------1245------------------1
563,https://medium.com/@scott.clevenger/corner-man-ead139f8eb96?source=topic_page---------1246------------------1
564,https://medium.com/im-not-a-headline-guy/bryce-harper-and-the-unlucky-13-in-philadelphia-f1158cd8c1a0?source=topic_page---------1247------------------1
565,https://medium.com/@chrisgeth/why-i-compete-65fe65773378?source=topic_page---------1248------------------1
566,https://medium.com/@jromeroachon/power-to-the-players-ca8c23ab879a?source=topic_page---------1249------------------1
567,https://humanparts.medium.com/if-you-attempt-suicide-you-havent-got-this-13125b653c54?source=topic_page---------1250------------------1
568,https://medium.com/@pyzmark/what-nhl-teams-would-survive-relegation-an-exploration-in-three-parts-d2e33c5483ed?source=topic_page---------1251------------------1
569,https://medium.com/@PhilipAndrews/how-a-sportsbook-stays-in-business-72e5f3b5243d?source=topic_page---------1252------------------1
570,https://medium.com/sportsraid/worst-player-ever-for-every-nba-franchise-darko-olowokandi-bowie-thabeet-kwame-bynum-a5d69b9652a?source=topic_page---------1253------------------1
571,https://medium.com/@asktumma/is-aaron-rodgers-still-the-best-quarterback-in-the-nfl-110e11bad20f?source=topic_page---------1254------------------1
572,https://medium.com/@hollisolivermclain/the-nba-and-the-traveling-violation-e570b4cd38a7?source=topic_page---------1255------------------1
573,https://medium.com/@epiphanyaweek/the-paradox-of-boxing-gloves-e6eda15dd755?source=topic_page---------1256------------------1
574,https://medium.com/@jamesbalkam/zion-skywalkers-shoe-will-blow-up-amateurism-s-deathstar-337afd86923d?source=topic_page---------1257------------------1
