,urls
1584,https://the-cauldron.com/power-ranking-the-24-best-u-s-cities-to-be-a-sports-fan-in-right-now-june-2016-89420774faf3?source=topic_page---------2267------------------1
1585,https://medium.com/the-pivot-foot/3-and-d-the-d-stands-for-dimensions-128f91c36000?source=topic_page---------2268------------------1
1586,https://medium.com/@TumbaSherman/new-sports-the-required-evolution-of-esports-3b341cd51037?source=topic_page---------2269------------------1
1587,https://medium.com/@m_xl/rené-vietto-and-the-missing-toe-f35aa858413?source=topic_page---------2270------------------1
1588,https://medium.com/@danieljhodge14/kaepernicks-punishment-reveals-a-dark-history-98751ed64825?source=topic_page---------2271------------------1
1589,https://medium.com/s/story/appalachias-wrestling-revival-65ad121ee9f6?source=topic_page---------2272------------------1
1590,https://medium.com/@davidsrudin/what-if-the-pompidou-centre-was-a-human-f1a30a4d75d0?source=topic_page---------2273------------------1
1591,https://medium.com/grandstandcentral/do-headers-in-soccer-lead-to-brain-injuries-2e748c2b545?source=topic_page---------2274------------------1
1592,https://medium.com/@malik_walker/matt-kemps-all-star-selection-is-a-sign-of-growth-maturity-e4eba2d08063?source=topic_page---------2275------------------1
1593,https://medium.com/@kkoczwara/rooting-for-iran-at-the-world-cup-in-the-era-of-trump-f7b04a0dd675?source=topic_page---------2276------------------1
1594,https://the-cauldron.com/burgers-with-muhammad-ali-a8433dcb2626?source=topic_page---------2277------------------1
1595,https://medium.com/@LucasCasaletto/a-rebuild-isnt-necessary-for-the-toronto-blue-jays-5534de16f1a0?source=topic_page---------2278------------------1
1596,https://thewatertoweronline.com/the-call-to-armas-and-the-red-bulls-system-eaec5daf4f62?source=topic_page---------2279------------------1
1597,https://medium.com/popular-science/the-complex-physics-behind-bending-it-like-a-world-cup-player-38478ce72bb3?source=topic_page---------2280------------------1
1598,https://medium.com/@nilegirl/the-divine-intervention-that-makes-world-cup-2018-the-story-of-our-lives-6cc135924081?source=topic_page---------2281------------------1
1599,https://medium.com/the-coil/running-and-dying-at-disney-world-dorothy-bendel-26d769ca83c?source=topic_page---------2282------------------1
1600,https://medium.com/the-junction/4th-and-goal-5e5b69e5cd18?source=topic_page---------2283------------------1
1601,https://medium.com/@LeviWenrich/draft-sleepers-landry-shamet-f0b2c198242?source=topic_page---------2284------------------1
1602,https://medium.com/@LeviWenrich/draft-sleepers-moritz-wagner-45111b8313b0?source=topic_page---------2285------------------1
1603,https://timeline.com/globetrotters-mn-lakers-game-segregation-basketball-874bf15f832?source=topic_page---------2286------------------1
1604,https://medium.com/@lonshapiro/the-good-the-bad-and-the-crazy-40a0e9230181?source=topic_page---------2287------------------1
1605,https://medium.com/the-omnivore/the-larger-than-life-sumo-star-spreading-the-sport-around-the-globe-1eac29904489?source=topic_page---------2288------------------1
1606,https://towardsdatascience.com/sports-analytics-exploring-nfl-data-using-python-3f70721a9c60?source=topic_page---------2289------------------1
1607,https://medium.com/authority-magazine/stars-who-make-a-difference-taylor-symmank-of-the-ny-giants-4ad25ea48dff?source=topic_page---------2290------------------1
1608,https://timeline.com/amazing-soccer-player-lily-parr-banned-for-being-better-than-the-men-d429b78f128?source=topic_page---------2291------------------1
1609,https://medium.com/@bradcallas/dwight-vs-melo-which-former-superstar-has-the-better-legacy-7e4825b1e7c5?source=topic_page---------2292------------------1
1610,https://medium.com/im-not-a-headline-guy/the-al-starter-in-the-mlb-all-star-game-should-be-99c8095c1b56?source=topic_page---------2293------------------1
1611,https://gothamsn.com/tavares-turns-heel-as-the-islanders-flounder-to-start-free-agency-3ba223f781f8?source=topic_page---------2294------------------1
1612,https://medium.com/@willosgood116/how-anthony-rizzo-skipped-to-the-front-of-the-line-of-my-favorite-athletes-7b7467e71924?source=topic_page---------2295------------------1
1613,https://dundalksport.ie/gaa-gaels-division-one-status-hanging-by-a-thread-as-clans-claim-derby-day-spoils-cfebf5b2f847?source=topic_page---------2296------------------1
1614,https://medium.com/the-omnivore/meet-the-surfers-that-helped-rebuild-rockaway-2097ba284090?source=topic_page---------2297------------------1
1615,https://500ish.com/the-nba-just-broke-itself-so-we-can-fix-it-1530809d4b39?source=topic_page---------2298------------------1
1616,https://medium.com/@coinpost.official/few-real-opportunities-to-pay-with-cryptocurrencies-at-the-world-cup-21fb61422b79?source=topic_page---------2299------------------1
1617,https://medium.com/spiralbound/mantle-baby-3ad1a03b4fd2?source=topic_page---------2300------------------1
1618,https://medium.com/@nilegirl/what-black-girls-can-learn-from-hbos-being-serena-2571c0377e16?source=topic_page---------2301------------------1
1619,https://medium.com/@BTFToday/grant-recipient-spotlight-you-are-beautiful-people-inc-2b16ccdff057?source=topic_page---------2302------------------1
1620,https://medium.com/@Simoncgo/lebron-james-gave-cleveland-everything-except-what-it-needed-to-keep-him-e1343819224?source=topic_page---------2303------------------1
1621,https://medium.com/@Al_Neal_STL/for-blue-jays-roberto-osuna-a-slap-on-the-wrist-for-domestic-violence-675fb772214d?source=topic_page---------2304------------------1
1622,https://medium.com/@PlayersTribune./vamos-méxico-by-andrés-guardado-c8366406f23?source=topic_page---------2305------------------1
1623,https://timeline.com/this-jockey-was-the-richest-american-athlete-until-white-jockeys-arrived-1fd3108edc3a?source=topic_page---------2306------------------1
1624,https://medium.com/@thenib/sports-are-political-115612a70513?source=topic_page---------2307------------------1
1625,https://medium.com/@jamesfenn/lebrons-love-island-the-madness-of-sport-s-most-popular-reality-show-ad5f836112e6?source=topic_page---------2308------------------1
1626,https://medium.com/@malcolmlemmons/confessions-of-a-former-athlete-there-is-a-time-to-quit-10d9778f033e?source=topic_page---------2309------------------1
1627,https://medium.com/@kitanyaharrison/the-maligning-of-colin-kaepernick-4285c7a23610?source=topic_page---------2310------------------1
1628,https://greatlakesloons.mlblogs.com/beyond-baseball-super-fan-dustin-sutton-finds-heaven-on-earth-at-work-ballpark-9525c7533e09?source=topic_page---------2311------------------1
1629,https://medium.com/tartmag/lebron-james-is-not-yours-a78ddebba573?source=topic_page---------2312------------------1
1630,https://towardsdatascience.com/using-machine-learning-to-simulate-world-cup-matches-959e24d0731?source=topic_page---------2313------------------1
1631,https://medium.com/@BeautyInLonely/teaching-kids-to-love-the-beautiful-game-fbf6e376923c?source=topic_page---------2314------------------1
1632,https://medium.com/@overtake/more-than-just-a-game-football-brings-people-together-e92802328132?source=topic_page---------2315------------------1
1633,https://medium.com/@hoffa/world-cup-visualized-the-most-valuable-players-648d36f2a0b1?source=topic_page---------2316------------------1
1634,https://medium.com/@jakepaynting/top-10-rankings-advanced-stats-style-9c7c26a85f8e?source=topic_page---------2317------------------1
1635,https://medium.com/the-shocker/nba-teams-as-nations-3995abf52964?source=topic_page---------2318------------------1
1636,https://whitesoxpride.mlblogs.com/milb-q-a-top-sox-catching-prospects-1f0f7ec32d7c?source=topic_page---------2319------------------1
1637,https://medium.com/@taylorkayphillips/to-the-colombian-men-in-the-world-cup-bar-who-treated-me-like-one-of-their-own-5ed7ad0e2290?source=topic_page---------2320------------------1
1638,https://medium.com/age-of-awareness/poker-at-the-penalty-spot-af3a2a2f9359?source=topic_page---------2321------------------1
1639,https://medium.com/@marcuskdowling/the-washington-capitals-stanley-cup-victory-is-a-bittersweet-dc-moment-93b6b54ab388?source=topic_page---------2322------------------1
1640,https://medium.com/@bradcallas/lebrons-burden-deb41fde36eb?source=topic_page---------2323------------------1
1641,https://medium.com/sportsraid/2018-nba-draft-intangible-winners-and-losers-review-basketball-doncic-trae-suns-bagley-grades-338c0a93c63e?source=topic_page---------2324------------------1
1642,https://medium.com/@markmorthier/what-we-know-today-about-concussions-we-didnt-know-then-95e3f9050e68?source=topic_page---------2325------------------1
1643,https://medium.com/@jordansiff97/what-grayson-allen-means-to-a-duke-student-10c51c23053c?source=topic_page---------2326------------------1
1644,https://medium.com/arena-culture/blood-of-a-warrior-heart-of-a-king-erik-el-terrible-morales-20a1f33840c5?source=topic_page---------2327------------------1
1645,https://medium.com/@ericspyros/the-denver-nuggets-will-go-as-far-as-nikola-jokic-leads-them-ec51d5d85622?source=topic_page---------2328------------------1
1646,https://medium.com/s/story/planet-of-the-heels-ceadb1f43150?source=topic_page---------2329------------------1
1647,https://medium.com/@overtake/british-football-fans-are-hypocrites-for-pointing-fingers-at-russias-toxic-homophobic-culture-8a9a9d43c347?source=topic_page---------2330------------------1
1648,https://medium.com/@ericspyros/the-denver-nuggets-will-go-as-far-as-nikola-jokic-leads-them-eb6ac11ca2?source=topic_page---------2331------------------1
1649,https://medium.com/convershaken/vars-world-cup-misuse-is-bad-for-football-fans-4b6c2244f8ab?source=topic_page---------2332------------------1
1650,https://medium.com/lgbtgaze/football-homophobia-and-the-world-cup-2bd6095697?source=topic_page---------2333------------------1
1651,https://medium.com/@greggordon_51988/video-assistance-for-referees-an-incomplete-picture-8d9a84769f65?source=topic_page---------2334------------------1
1652,https://medium.com/foreign-policy/xi-jinping-is-the-worlds-most-powerful-soccer-coach-50f6ce9f7e73?source=topic_page---------2335------------------1
1653,https://medium.com/handwaving-freakoutery/soccer-needs-a-penalty-box-c72ec64f3234?source=topic_page---------2336------------------1
1654,https://medium.com/football-applied/what-the-first-week-of-the-world-cup-has-brought-us-a10eaac39d8f?source=topic_page---------2337------------------1
1655,https://medium.com/@kitanyaharrison/why-we-cant-just-throw-away-colin-kaepernick-s-livelihood-6b8846f781a?source=topic_page---------2338------------------1
1656,https://medium.com/sportsraid/the-winners-and-losers-of-the-2018-nba-draft-b3a197acf4e7?source=topic_page---------2339------------------1
1657,https://500ish.com/a-most-beautiful-game-e3a3dcbd228d?source=topic_page---------2340------------------1
1658,https://medium.com/@chriskareemkiyaseh/world-cup-of-shame-7d6e18046839?source=topic_page---------2341------------------1
1659,https://medium.com/@bradcallas/the-unappreciated-legacy-of-the-nbas-hip-hop-generation-b2e3e645bd6e?source=topic_page---------2342------------------1
1660,https://medium.com/@leonfitzpatrick/civilise-the-mind-but-make-savage-the-body-71ab4a55fa25?source=topic_page---------2343------------------1
1661,https://medium.com/@Al_Neal_STL/theres-no-major-league-baseball-without-immigrants-7734054cfe58?source=topic_page---------2344------------------1
1662,https://medium.com/@JayRevell/escape-to-streamsong-88ddf652b7a7?source=topic_page---------2345------------------1
1663,https://towardsdatascience.com/can-linear-models-predict-a-footballers-value-33d772211e5d?source=topic_page---------2346------------------1
1664,https://medium.com/@wheatonbrando/what-2018-world-cup-squad-would-your-favorite-sports-team-root-for-nba-nfl-mlb-brazil-germany-france-spain-b29ae702fb7?source=topic_page---------2347------------------1
1665,https://medium.com/@lonshapiro/which-players-are-ready-for-the-spotlight-86d153fb3bed?source=topic_page---------2348------------------1
1666,https://medium.com/the-guardian/the-world-cup-is-the-antidote-to-the-sewage-lapping-at-our-ankles-439beb4cdbf9?source=topic_page---------2349------------------1
1667,https://medium.com/@shreeyanssaxena/fifa-world-cup-lollipop-for-the-masses-73e2236cf52a?source=topic_page---------2350------------------1
1668,https://fpacheco.com.br/beyond-sports-what-ive-learned-by-talking-to-an-icelandic-world-cup-player-be669b63c9c8?source=topic_page---------2351------------------1
1669,https://medium.com/analyzing-the-world-cup-using-google-cloud/momentum-vs-pressure-bf2992601f30?source=topic_page---------2352------------------1
1670,https://medium.com/@shotarohondamoore/five-things-japan-is-doing-in-preparation-for-the-2020-tokyo-olympic-games-bab2cead1e56?source=topic_page---------2353------------------1
1671,https://medium.com/@carlisle/the-unrelenting-honesty-of-aliou-cissé-214c5ededd49?source=topic_page---------2354------------------1
1672,https://medium.com/runplusminus/the-rpm-report-june-4-2018-week-10-f56a46eca605?source=topic_page---------2355------------------1
1673,https://extranewsfeed.com/dancing-with-the-tsars-8101eaa4ffbf?source=topic_page---------2356------------------1
1674,https://medium.com/mel-magazine/would-you-let-this-tyrant-coach-your-kid-227c79f885f0?source=topic_page---------2357------------------1
1675,https://medium.com/@overtake/the-world-cup-reminds-us-of-the-things-we-have-in-common-not-the-ways-in-which-we-differ-d4051436bd20?source=topic_page---------2358------------------1
1676,https://medium.com/@LakerTom/lakers-should-just-sign-paul-george-e7c38e84046b?source=topic_page---------2359------------------1
1677,https://medium.com/mel-magazine/if-the-ability-to-arm-wrestle-is-the-ultimate-test-of-toughness-why-doesnt-anyone-care-about-pro-4a0e6cb811b?source=topic_page---------2360------------------1
1678,https://medium.com/thedodgeballtribune/a-look-into-the-mens-team-usa-dodgeball-e84c4982829c?source=topic_page---------2361------------------1
1679,https://wallybrolly.com/wallys-world-cup-preview-group-c-d22cdf459d87?source=topic_page---------2362------------------1
1680,https://medium.com/@terencelatimer/the-end-of-the-lebron-era-why-magic-johnson-and-the-la-lakers-need-lavar-ball-and-big-baller-86d4471af191?source=topic_page---------2363------------------1
1681,https://medium.com/@BUexperts/economics-couldnt-predict-the-financial-crisis-but-can-it-predict-the-world-cup-720f8015fdae?source=topic_page---------2364------------------1
1682,https://ngbaseball.com/making-a-contender-the-detroit-tigers-bbaaab83e3f6?source=topic_page---------2365------------------1
1683,https://medium.com/@shaarang/what-start-ups-can-learn-from-football-clubs-70411bd29bee?source=topic_page---------2366------------------1
1684,https://medium.com/whirl-o-dirt/why-would-a-player-be-drafted-twice-a-dwanya-williams-sutton-story-72b2d8979573?source=topic_page---------2367------------------1
1685,https://medium.com/@Anthro_Nut/predicting-the-fifa-world-cup-2018-winner-f01e68bae7e5?source=topic_page---------2368------------------1
1686,https://medium.com/sportsraid/spurs-have-more-to-gain-from-trading-kawhi-than-losing-him-in-free-agency-76f06618e88c?source=topic_page---------2369------------------1
1687,https://medium.com/thedodgeballtribune/recap-elite-east-region-round-3-af6ba8045fca?source=topic_page---------2370------------------1
1688,https://medium.com/popular-science/how-the-new-world-cup-ball-was-designed-to-not-influence-the-games-62789e9bb2cb?source=topic_page---------2371------------------1
1689,https://medium.com/the-great-zamboni/portugal-3-3-spain-review-the-ronaldo-show-fa8e3c512e60?source=topic_page---------2372------------------1
1690,https://medium.com/@kitanyaharrison/the-nfls-handling-of-the-kaepernick-situation-could-blow-up-american-sports-a6335028344a?source=topic_page---------2373------------------1
1691,https://medium.com/statedept/cheering-for-the-world-cup-at-home-and-abroad-5d1437caef36?source=topic_page---------2374------------------1
1692,https://ngbaseball.com/is-it-time-for-the-st-louis-cardinals-to-move-on-from-mike-matheny-f28f7f9aaf46?source=topic_page---------2375------------------1
1693,https://medium.com/@edward.a.mejia/a-world-without-america-6f72f3b06eb6?source=topic_page---------2376------------------1
1694,https://medium.com/@peacelacrosse/it-was-a-night-to-remember-7bb979012519?source=topic_page---------2377------------------1
1695,https://medium.com/@IGGalaxy/esports-an-insight-into-the-next-billion-dollar-industry-164ef1434ab7?source=topic_page---------2378------------------1
1696,https://medium.com/@johnalexgolden/thisseasonwasperfect-3a397f254cab?source=topic_page---------2379------------------1
1697,https://medium.com/mel-magazine/the-things-my-dad-says-to-make-sure-i-never-worry-about-a-thing-414f441ee882?source=topic_page---------2380------------------1
1698,https://medium.com/@theodore.yan/some-things-i-think-about-baseball-in-no-particular-order-d42ad7a3a951?source=topic_page---------2381------------------1
1699,https://medium.com/@scottcgreer/lebron-james-has-already-cemented-his-legacy-1669bfa93bdc?source=topic_page---------2382------------------1
1700,https://dodgers.mlblogs.com/photoblog-6-13-vs-rangers-9d567338c30c?source=topic_page---------2383------------------1
1701,https://medium.com/sportsraid/why-is-it-so-easy-to-root-against-cristiano-ronaldo-and-serena-williams-sports-greatness-superhuman-lebron-3457acab1d2b?source=topic_page---------2384------------------1
1702,https://medium.com/sporting-chance-magazine/a-crammers-guide-to-the-2018-world-cup-645e6b236443?source=topic_page---------2385------------------1
1703,https://medium.com/@superovercricket/the-challenges-of-the-royal-challengers-94d115c7d216?source=topic_page---------2386------------------1
1704,https://medium.com/@Brookings/how-the-world-cup-can-bring-africa-together-19140d8f4d02?source=topic_page---------2387------------------1
1705,https://medium.com/@librarycongress/baseballs-magna-carta-41b7fc14fceb?source=topic_page---------2388------------------1
1706,https://medium.com/s/story/simon-doonans-guide-to-the-style-icons-of-the-2018-world-cup-b9bae9393d17?source=topic_page---------2389------------------1
1707,https://medium.com/@matthartzell/brandon-belt-and-batted-ball-optimization-a8456d8a3727?source=topic_page---------2390------------------1
1708,https://medium.com/@lonshapiro/when-will-the-baby-warriors-grow-up-ffae454a151d?source=topic_page---------2391------------------1
1709,https://towardsdatascience.com/whose-point-is-it-anyway-using-network-analysis-to-estimate-teammate-influence-in-hockey-scoring-e9fc97f26648?source=topic_page---------2392------------------1
1710,https://medium.com/@greggordon_51988/scouts-honour-14fe5d7e0e25?source=topic_page---------2393------------------1
1711,https://timeline.com/toni-stone-first-woman-pro-baseball-206e26cb27ae?source=topic_page---------2394------------------1
1712,https://medium.com/@afawehinmi2/world-cup-advisory-to-entrepreneurs-and-human-resources-managers-e6437a3f3844?source=topic_page---------2395------------------1
1713,https://medium.com/bethereds/meet-the-2018-korean-national-team-505fdbd334a4?source=topic_page---------2396------------------1
1714,https://medium.com/@GriffinAnalysis/otis-khan-efl-scouting-f66e4711ec9d?source=topic_page---------2397------------------1
1715,https://medium.com/cindx/will-the-bitcoin-value-rise-with-the-fifa-world-cup-2018-4d62dcd26763?source=topic_page---------2398------------------1
1716,https://medium.com/new-york-times-magazine/china-wont-play-in-this-world-cup-it-still-hopes-to-profit-d70f69f1941a?source=topic_page---------2399------------------1
1717,https://medium.com/@the_economist/what-makes-a-country-good-at-football-b6a4187dbab4?source=topic_page---------2400------------------1
1718,https://medium.com/tartmag/the-nfl-is-set-up-to-be-a-more-racist-organization-than-the-nba-8fc8f0c5ebd6?source=topic_page---------2401------------------1
1719,https://thereadoptional.com/what-fabinho-brings-to-liverpool-15ca499af2c0?source=topic_page---------2402------------------1
1720,https://gothamsn.com/world-cup-russia-group-preview-bd30dca48c2a?source=topic_page---------2403------------------1
1721,https://greatlakesloons.mlblogs.com/how-long-until-dodgers-top-10-picks-debut-for-loons-f819d6bf36c2?source=topic_page---------2404------------------1
1722,https://medium.com/@LakerTom/could-it-be-time-for-lakers-to-boogie-d051ad68c47b?source=topic_page---------2405------------------1
1723,https://medium.com/@Al_Neal_STL/after-2018-fifa-world-cup-a-return-to-anti-gay-policy-in-russia-wouldnt-be-a-surprise-bc24d193486?source=topic_page---------2406------------------1
1724,https://dodgers.mlblogs.com/for-pederson-results-were-bound-to-come-2daea2096fe0?source=topic_page---------2407------------------1
1725,https://medium.com/submission-grappling/plato-courage-and-brazilian-jiu-jitsu-bjj-81da67b977ad?source=topic_page---------2408------------------1
1726,https://goodfundies.com/cant-get-no-worse-6f9b40a36be6?source=topic_page---------2409------------------1
1727,https://bastian.mlblogs.com/maybe-we-just-got-him-at-the-right-time-44e54d24067a?source=topic_page---------2410------------------1
1728,https://medium.com/grandstandcentral/the-science-behind-bone-headed-plays-72c359dc93c3?source=topic_page---------2411------------------1
1729,https://medium.com/mel-magazine/weve-exhausted-america-s-supply-of-retro-fitness-fads-maybe-it-s-time-to-try-communism-7d05ebca9785?source=topic_page---------2412------------------1
1730,https://medium.com/thrive-global/the-golden-state-warriors-not-so-secret-weapon-53fa9498a0bb?source=topic_page---------2413------------------1
1731,https://medium.com/grandstandcentral/a-world-cup-cheat-sheet-for-the-casual-fan-4f50ccfb40fa?source=topic_page---------2414------------------1
1732,https://ourgame.mlblogs.com/more-baseball-lore-9ea361838?source=topic_page---------2415------------------1
1733,https://dodgers.mlblogs.com/turner-gets-another-day-off-sunday-3583d93f0361?source=topic_page---------2416------------------1
1734,https://timeline.com/women-wild-west-horse-diver-d7e810e7d681?source=topic_page---------2417------------------1
1735,https://medium.com/@tommulligan_92895/what-next-for-rob-whittaker-and-the-other-ufc-225-winners-42c112c47575?source=topic_page---------2418------------------1
1736,https://medium.com/@cowsuit/donald-crowhurst-it-is-the-mercy-4668dfd10484?source=topic_page---------2419------------------1
1737,https://medium.com/@xavier.audick/state-of-the-purple-and-gold-why-the-upcoming-nba-free-agency-could-lead-to-a-significant-change-da199e557f4e?source=topic_page---------2420------------------1
1738,https://medium.com/@zabado11/rafael-nadal-king-of-clay-803e20a75ced?source=topic_page---------2421------------------1
1739,https://medium.com/@ccola324/metstwitter-and-the-problem-with-bro-culture-around-sports-b94b39a4180a?source=topic_page---------2422------------------1
1740,https://medium.com/@benjamingoodman/big-papi-and-the-government-shutdown-61ee45a5d50e?source=topic_page---------2423------------------1
1741,https://medium.com/@zacpacleb/when-misfits-are-the-perfect-fit-cb7d5538f52d?source=topic_page---------2424------------------1
1742,https://dodgers.mlblogs.com/the-utilityman-in-this-organization-2b159cfc45f1?source=topic_page---------2425------------------1
1743,https://medium.com/@BonnieKGoodman/otd-in-history-june-9-1973-secretariat-wins-the-belmont-and-the-triple-crown-af569e2a3fb?source=topic_page---------2426------------------1
1744,https://medium.com/the-zeitgeist/nba-playoffs-2018-questions-concerns-and-predictions-2d6fd2d2c36b?source=topic_page---------2427------------------1
1745,https://medium.com/mel-magazine/was-the-sportswriter-who-invented-baseballs-save-stat-really-that-dumb-2cecc16420ef?source=topic_page---------2428------------------1
1746,https://medium.com/james-faris/who-will-win-the-lebron-free-agency-sweepstakes-265aa16f6457?source=topic_page---------2429------------------1
1747,https://bullsconf.com/how-mohamed-bamba-would-fit-with-the-2018-19-chicago-bulls-76f7cfbb74f7?source=topic_page---------2430------------------1
1748,https://medium.com/@ShaunKing/its-time-for-a-strike-an-open-letter-to-nfl-players-on-understanding-their-moment-in-history-64816b3a3e37?source=topic_page---------2431------------------1
1749,https://medium.com/@DillEsq/als-my-fathers-diagnosis-and-the-aftermath-part-1-59eabde7fb8d?source=topic_page---------2432------------------1
1750,https://medium.com/sportsraid/lebron-james-optimistic-could-still-lose-five-to-seven-more-nba-finals-cleveland-cavaliers-basketball-682f77a9bcbe?source=topic_page---------2433------------------1
1751,https://medium.com/@larry.levinson/my-first-fathers-day-6c3d4d46de26?source=topic_page---------2434------------------1
1752,https://medium.com/@jaw224p/my-road-to-the-bel-monte-50k-ultramarthon-2f33a36c8004?source=topic_page---------2435------------------1
1753,https://medium.com/@paulbrownUK/before-the-world-cup-who-were-footballs-earliest-world-champions-8aebac11429a?source=topic_page---------2436------------------1
1754,https://greatlakesloons.mlblogs.com/chasing-dee-gordon-morales-steals-bases-in-attempt-to-break-longtime-franchise-record-6728c4fbc7bd?source=topic_page---------2437------------------1
1755,https://sundaypuncher.com/world-boxing-super-series-our-bantamweight-rankings-3adc69e0175c?source=topic_page---------2438------------------1
1756,https://medium.com/@Al_Neal_STL/nfl-cheerleaders-march-on-the-nfl-bosses-20d97c6d333a?source=topic_page---------2439------------------1
1757,https://medium.com/neodotlife/review-of-play-on-by-jeff-bercovici-f8847c474d16?source=topic_page---------2440------------------1
1758,https://blog.usejournal.com/why-is-the-united-states-mens-national-soccer-team-unsuccessful-3ddb2eccc062?source=topic_page---------2441------------------1
1759,https://medium.com/im-not-a-headline-guy/yankees-hold-off-rain-orioles-a9e94dd0c8cb?source=topic_page---------2442------------------1
1760,https://blog.ualberta.ca/did-the-playoff-beard-originate-with-the-1980-islanders-a-quantitative-assessment-c61f4b1672ac?source=topic_page---------2443------------------1
1761,https://medium.com/@mistybuck/suppressing-your-problems-off-the-court-only-causes-more-problems-3f5d5618730?source=topic_page---------2444------------------1
1762,https://medium.com/@aarondebee/anatomy-of-an-nfl-fan-affair-8a12c56256c8?source=topic_page---------2445------------------1
1763,https://medium.com/@jakepaynting/crushing-the-cavs-a-kevin-durant-story-b85c63a1e22?source=topic_page---------2446------------------1
1764,https://medium.com/@shadowfire71/about-two-weeks-ago-the-nba-released-2018s-first-second-and-third-all-nba-teams-f9b79c5a270f?source=topic_page---------2447------------------1
1765,https://medium.com/@TravisHale/san-antonio-spurs-kawhi-leonard-lamarcus-aldridge-93f6d2bdbcd6?source=topic_page---------2448------------------1
1766,https://medium.com/@Jusincredible/soundtrack-to-my-season-houston-rockets-a0035198801b?source=topic_page---------2449------------------1
1767,https://medium.com/@timhammill/the-charles-smith-game-turns-25-today-4d31f7ebfbd1?source=topic_page---------2450------------------1
1768,https://medium.com/the-call-up/world-fantasy-group-a-analysis-cc5fa6ea3594?source=topic_page---------2451------------------1
1769,https://medium.com/@thejohnprice/performing-americas-soul-the-nfl-the-national-anthem-and-the-power-of-cultural-institutions-ecf8c978de40?source=topic_page---------2452------------------1
1770,https://medium.com/sportsraid/the-ever-changing-nba-dynasties-f306f872e520?source=topic_page---------2453------------------1
1771,https://towardsdatascience.com/dissecting-the-nba-draft-part-2-79b6bd486a8d?source=topic_page---------2454------------------1
1772,https://medium.com/@howsyourmorale/the-mariners-are-your-dreamy-high-school-crush-12be1ab3b49a?source=topic_page---------2455------------------1
1773,https://medium.com/@BigTenWatto/atp-tennis-2018-june-2-french-open-9bb51b003553?source=topic_page---------2456------------------1
1774,https://medium.com/bloomberg/how-travis-pastrana-plans-to-recreate-evel-knievels-legendary-stunts-6f7a02c93371?source=topic_page---------2457------------------1
1775,https://medium.com/sportsraid/michael-jordan-is-something-lebron-james-will-never-be-invincible-nba-goat-debate-basketball-bulls-848abc60f9ff?source=topic_page---------2458------------------1
1776,https://arcdigital.media/is-the-nfls-new-policy-a-free-speech-issue-cfe822fdcea5?source=topic_page---------2459------------------1
1777,https://eidolon.pub/tattoos-in-the-terrace-ab687cc80663?source=topic_page---------2460------------------1
1778,https://medium.com/@12andundertaker/the-nfl-usually-sleepwalks-through-may-e90aa9171d5b?source=topic_page---------2461------------------1
1779,https://medium.com/@DannyUchay/a-hat-trick-of-the-most-coveted-trophy-in-europe-de22776d570d?source=topic_page---------2462------------------1
1780,https://dbacksphotos.mlblogs.com/d-backs-sweep-the-marlins-617a24fee2f2?source=topic_page---------2463------------------1
1781,https://medium.com/personal-growth/nick-saban-do-your-job-and-trust-the-process-a452a53ef69?source=topic_page---------2464------------------1
1782,https://medium.com/@bradcallas/what-was-the-most-anticipated-nba-finals-since-1980-7d185f722a07?source=topic_page---------2465------------------1
1783,https://medium.com/@williamharrison_3235/scott-frost-is-latest-savior-of-nebraska-cornhuskers-b6992eb93f68?source=topic_page---------2466------------------1
1784,https://medium.com/@tjbottles/j-r-smith-and-the-decline-of-empathy-91b80ad0df3a?source=topic_page---------2467------------------1
1785,https://ourgame.mlblogs.com/cap-ansons-hit-total-d9e979a20c06?source=topic_page---------2468------------------1
1786,https://medium.com/@jakepaynting/breaking-down-lebron-james-historical-game-one-140b88976eb7?source=topic_page---------2469------------------1
1787,https://medium.com/@david_perell/naked-brands-basketball-565177efc0a?source=topic_page---------2470------------------1
1788,https://metsinsider.mlblogs.com/remembering-rusty-7cd9a7efa6d2?source=topic_page---------2471------------------1
1789,https://medium.com/@michaelnoble_96601/when-pistol-duels-were-fought-at-the-olympic-games-8cc045613073?source=topic_page---------2472------------------1
1790,https://medium.com/sportsraid/game-seven-was-not-a-referendum-on-three-pointers-or-houston-style-of-play-bad-math-statistics-rockets-7c8df60c39ee?source=topic_page---------2473------------------1
1791,https://medium.com/@LakerTom/the-case-for-starting-thomas-bryant-f653f29dddf3?source=topic_page---------2474------------------1
1792,https://medium.com/@paulbrownUK/world-cup-1990-world-in-motion-512f7da7d340?source=topic_page---------2475------------------1
1793,https://medium.com/@timothybella/how-the-dallas-cowboys-cheerleaders-became-improbable-american-sports-icons-d30f567db27c?source=topic_page---------2476------------------1
1794,https://medium.com/popular-science/pro-basketball-players-synchronous-movements-might-help-us-predict-the-next-nba-champ-34e54326703b?source=topic_page---------2477------------------1
1795,https://medium.com/@allenwangyan/2018-champions-league-final-recap-sans-goalkeeper-mockery-443a6fd9a0f8?source=topic_page---------2478------------------1
1796,https://medium.com/@Al_Neal_STL/nfls-new-anthem-policy-normalizes-un-american-racism-and-repression-553f2de934ef?source=topic_page---------2479------------------1
